| |1501496792778|40.07645623466996 |116.27861671489337|   |500.0      |
| |1501496804436|40.07677430790909 |116.30160665327273|   |500.0      |
| |1501496811915|40.07955491668396 |116.30727382008362|   |648.4      |
| |1501496812482|40.06855637583342 |116.30051482871957|   |500.0      |
| |1501496813846|40.077435394999995|116.30485216   |   |500.0      |
| |1501496817141|40.077584649928994|116.307341000568 |   |500.0      |
| |1501496822612|40.06655521627066 |116.31470252233457|   |500.0      |
| |1501496827068|40.07608486533642 |116.31106972109029|   |500.0      |
| |1501496836593|40.06973485515626 |116.30804128929688|   |500.0      |
| |1501496845777|40.06760852730224 |116.30944094027082|   |500.0      |
| |1501496848437|40.069649238   |116.311817496   |   |500.0      |
| |1501496856231|40.058194078836195|116.32216476281336|   |500.0      |
| |1501496861028|40.063267583333335|116.31401683333334|   |1343.0      |
| |1501496861941|40.06892254545454 |116.30769918181818|   |500.0      |
| |1501496874235|39.95851709299716 |116.33535910323356|   |500.0      |
| |1501496883656|40.05552336712328 |116.33116400410958|   |545.6712328767123|
| |1501496884418|39.95247840268642 |116.27639847967654|   |782.4242424242424|
| |1501496887172|40.05552336712328 |116.33116400410958|   |545.6712328767123|
| |1501496889896|40.0629648236   |116.3135063834914 |   |500.0      |
| |1501496906523|40.06657995649843 |116.31431445005182|   |500.0      |
| |1501496917442|40.05858427795066 |116.31701011815242|   |500.0      |
| |1501496923937|40.05771468790228 |116.32008644656291|   |500.0      |
| |1501496932527|40.03028229460086 |116.33105832998122|   |588.7      |
